315.72210786473465, 495.91902246197793, 194.01584422910219, 431.05769572639923, 485.6960912283335, 316.88935667542233, 477.038289051706, 27.05009453780288, 398.15452613829564, 465.99374830480514
29.169508984787708, 287.6239344614677, 260.4862003846094, 340.55225904096733, 210.74165917123634, 147.98596486393222, 44.54963978996934, 3.070466993445764, 302.5116797721597, 93.52292752090347
36.87260399314229, 49.050623035303275, 43.294541852182675, 465.1518899248207, 82.58734217040004, 477.2767476342173, 231.08134010869813, 449.4732999136133, 109.05783021336951, 383.6735937754271
15.567554630348202, 36.05561408547398, 227.71953591669097, 488.5233886832532, 399.90262156178557, 400.8220121513074, 327.6541757752982, 299.83429735882356, 392.77543396487664, 216.4381911924071
301.3952709224828, 353.50687804395295, 364.07389879459936, 355.5538671308146, 242.17633702991282, 273.56204438008217, 474.37036838046663, 137.70610461932347, 331.4498502337765, 165.93682395527165
292.91135369064716, 358.97826498073346, 266.37540661214507, 151.73825110680994, 309.78082113275576, 331.6411619697461, 395.8020239782299, 137.32598393767154, 313.3389940317502, 235.4564694261264
199.03142285595493, 375.5789466949809, 379.9475384686145, 439.4190307788666, 284.6700346854675, 292.00349788281414, 143.0976041074609, 152.5019752054831, 304.0928999457952, 380.53091160095437
227.77789147917426, 429.20979967862644, 274.88502362097995, 415.15533831561737, 347.091901338706, 91.15622032711951, 182.861412197625, 239.97174381024254, 228.9049367001838, 194.95281562112953
494.6906499412728, 468.66183371191204, 7.262774991898646, 487.4943808181799, 242.60406273586594, 453.3473223592839, 268.20223189638386, 442.67678278436136, 204.00094777747972, 175.72796531995056
62.84753575472113, 108.1514649597099, 4.768774146902411, 152.3726060376514, 453.87434107634704, 10.394235099373539, 334.6993609727048, 219.97121708582284, 371.87177671166575, 248.87829033237836
